Gender,Age,City,Salary,cluster,distance
1.0,46,1.0,65635,0,20357.725198120024
0.0,20,7.0,23022,0,22255.28982658599
2.0,55,9.0,36107,0,9170.281955883314
2.0,41,2.0,65987,0,20709.7256225868
1.0,64,6.0,51538,0,6260.753368257501
1.0,26,7.0,37080,0,8197.298948741041
2.0,23,0.0,26481,0,18796.288554199178
1.0,36,6.0,45956,0,678.7975792737788
2.0,38,2.0,69162,0,23884.726298343696
0.0,65,8.0,50123,0,4845.767317642172
1.0,44,7.0,51465,0,6187.726595624734
0.0,29,3.0,37365,0,7912.292025798426
1.0,30,0.0,39702,0,5575.297047050364
1.0,26,4.0,37037,0,8240.297891847938
0.0,52,5.0,42741,0,2536.284395970232
0.0,41,4.0,45145,0,132.35662695934113
1.0,51,2.0,53092,0,7814.72713565421
0.0,50,8.0,37038,0,8239.277769827328
2.0,35,9.0,51743,0,6465.736449275125
2.0,28,5.0,34560,0,10717.289338459675
0.0,34,9.0,42326,0,2951.303417422795
2.0,48,2.0,68060,0,22782.725287289344
2.0,36,8.0,47050,0,1772.7577606275033
2.0,65,6.0,48918,0,3640.779110705898
1.0,39,1.0,48334,0,3056.732490574692
2.0,25,6.0,43099,0,2178.37317995206
2.0,47,6.0,62592,0,17314.725472505426
0.0,22,0.0,23063,0,22214.28747817341
2.0,27,6.0,35993,0,9284.293774007363
1.0,32,3.0,35340,0,9937.283986040098
1.0,61,7.0,36457,0,8820.289568847957
0.0,64,4.0,44993,0,284.8838373489199
1.0,61,1.0,33734,0,11543.285559005712
1.0,43,6.0,53596,0,8318.726016803588
2.0,53,2.0,51977,0,6699.729522263079
2.0,41,2.0,61039,0,15761.725787419417
1.0,23,5.0,28646,0,16631.29016316379
0.0,43,9.0,65942,0,20664.726149247912
0.0,18,3.0,25134,0,20143.29360738719
2.0,34,3.0,39780,0,5497.28690531735
1.0,52,0.0,42734,0,2543.2850763323786
2.0,25,6.0,40015,0,5262.315584384024
0.0,47,5.0,57862,0,12584.725396059692
1.0,41,6.0,64234,0,18956.72586341233
2.0,61,0.0,33743,0,11534.28583004273
2.0,65,1.0,41400,0,3877.3249003583082
0.0,61,3.0,41533,0,3744.3073623765713
2.0,34,7.0,43852,0,1425.3269732070348
0.0,55,4.0,45003,0,274.44516196590763
0.0,42,8.0,65229,0,19951.726055386243
1.0,58,0.0,35653,0,9624.283553543093
1.0,41,9.0,67072,0,21794.72639113238
2.0,24,4.0,24873,0,20404.28621869751
0.0,61,9.0,50135,0,4857.753894767412
0.0,32,3.0,39669,0,5608.291070918083
1.0,48,4.0,47777,0,2499.7266383264227
1.0,19,3.0,22194,0,23083.2900403257
0.0,57,5.0,40262,0,5015.288740029693
1.0,53,1.0,33862,0,11415.277574125414
2.0,38,2.0,52817,0,7539.728901556574
0.0,57,9.0,40006,0,5271.291147616618
1.0,32,1.0,31916,0,13361.281799210488
2.0,59,0.0,35998,0,9279.285346516686
0.0,22,7.0,26116,0,19161.289685864613
2.0,58,4.0,52722,0,7444.735854440963
2.0,47,1.0,49632,0,4354.725947386564
0.0,62,6.0,46738,0,1460.8224970101448
2.0,37,1.0,57729,0,12451.72815402742
1.0,59,0.0,43704,0,1573.3361267186813
1.0,44,5.0,64543,0,19265.725261182095
1.0,25,5.0,32258,0,13019.291104075353
2.0,26,7.0,39417,0,5860.308638475807
1.0,20,8.0,26286,0,18991.292609931836
2.0,20,7.0,26931,0,18346.2930160964
1.0,37,4.0,51086,0,5808.731320096703
0.0,49,9.0,60947,0,15669.726700544443
2.0,25,9.0,40412,0,4865.321714679334
2.0,24,1.0,28804,0,16473.288999497192
1.0,33,9.0,41361,0,3916.2993338649303
0.0,52,8.0,51143,0,5865.731022316398
1.0,26,2.0,32838,0,12439.29012218732
1.0,42,5.0,63183,0,17905.725545681147
0.0,47,1.0,50467,0,5189.725776469825
0.0,41,4.0,61044,0,15766.725783355861
1.0,60,1.0,39464,0,5813.293471507278
0.0,65,3.0,34597,0,10680.292860445654
1.0,62,3.0,36130,0,9147.289900619407
2.0,52,3.0,40308,0,4969.279357609542
1.0,44,8.0,59778,0,14500.726051141919
2.0,55,9.0,50296,0,5018.737985562725
1.0,65,6.0,31756,0,13521.289402583498
0.0,64,1.0,58361,0,13083.738443493137
2.0,27,6.0,35882,0,9395.293551051142
0.0,44,8.0,45314,0,37.110806119499145
2.0,59,5.0,45879,0,601.8824660658237
2.0,24,1.0,22236,0,23041.284981093715
1.0,49,8.0,51393,0,6115.728228675983
1.0,57,9.0,56712,0,11434.732550372204
1.0,44,5.0,57581,0,12303.725353791277
1.0,35,9.0,63401,0,18123.7291148322
0.0,20,8.0,28281,0,16996.29471260644
1.0,62,4.0,51399,0,6121.74759939443
1.0,41,5.0,61219,0,15941.725847780393
2.0,31,0.0,36703,0,8574.287628353482
0.0,46,5.0,67436,0,22158.72521904313
0.0,46,9.0,61112,0,15834.726292761334
2.0,33,1.0,36809,0,8468.284326119745
2.0,41,1.0,68269,0,22991.72563317387
1.0,24,1.0,27272,0,18005.28776734196
0.0,61,6.0,46013,0,735.89662857543
1.0,41,5.0,50480,0,5202.727396407017
2.0,52,0.0,32708,0,12569.27700790536
1.0,59,6.0,48526,0,3248.7548551086256
0.0,40,3.0,46011,0,733.7458009596021
1.0,21,9.0,23613,0,21664.289530697748
0.0,43,9.0,54571,0,9293.727436055127
1.0,35,7.0,46071,0,793.8040780848753
1.0,30,4.0,34503,0,10774.286011883587
0.0,25,5.0,33683,0,11594.293130812619
0.0,47,0.0,62616,0,17338.725441556184
0.0,23,3.0,24729,0,20548.287171113116
1.0,60,5.0,35511,0,9766.285979424461
1.0,31,6.0,42791,0,2486.318693215338
1.0,59,0.0,44985,0,292.6042847877067
2.0,58,5.0,48535,0,3257.750158091264
1.0,56,5.0,54330,0,9052.73149599321
0.0,19,2.0,28115,0,17162.2953125878
0.0,21,3.0,29006,0,16271.293276622
0.0,39,5.0,61738,0,16460.72650956805
1.0,33,6.0,31854,0,13423.281011660149
0.0,26,8.0,39383,0,5894.309187137527
0.0,54,1.0,33742,0,11535.27828108103
2.0,31,5.0,34389,0,10888.284721028354
2.0,22,4.0,28898,0,16379.291739043343
0.0,53,8.0,56977,0,11699.728671743362
2.0,31,2.0,36010,0,9267.286257695829
2.0,55,3.0,47761,0,2483.7437514401945
0.0,31,5.0,43477,0,1800.3341867289457
1.0,32,7.0,42399,0,2878.3091239392857
1.0,39,2.0,46363,0,1085.7445838106414
0.0,27,3.0,42451,0,2826.3351776829536
1.0,56,6.0,53559,0,8281.732400586663
2.0,18,9.0,27231,0,18046.296807589984
0.0,35,4.0,62902,0,17624.72824242613
1.0,27,8.0,33580,0,11697.290524629489
1.0,26,4.0,36965,0,8312.29769271717
2.0,52,2.0,33355,0,11922.276796448976
0.0,34,4.0,42058,0,3219.295516983626
0.0,29,1.0,43599,0,1678.3567510669172
2.0,25,5.0,40709,0,4568.321204584232
0.0,60,6.0,54620,0,9342.736994488261
0.0,19,3.0,24055,0,21222.291387156743
2.0,26,8.0,34877,0,10400.294350137026
2.0,18,1.0,20528,0,24749.290209545805
1.0,40,2.0,59736,0,14458.726150248536
0.0,33,1.0,34305,0,10972.282159373308
2.0,55,9.0,41422,0,3855.2916798865476
1.0,38,6.0,47850,0,2572.737662465293
0.0,19,1.0,27193,0,18084.294351726912
1.0,29,4.0,44176,0,1101.39805429598
2.0,34,9.0,31923,0,13354.281217553302
0.0,21,8.0,23882,0,21395.28947404648
1.0,26,6.0,33438,0,11839.291251082916
2.0,65,1.0,56565,0,11287.74227162467
2.0,44,9.0,69170,0,23892.725933558544
2.0,51,1.0,49265,0,3987.729600782413
2.0,25,9.0,41290,0,3987.3320226148353
2.0,65,0.0,41489,0,3788.3267194826567
2.0,22,5.0,29998,0,15279.29305314813
2.0,48,6.0,65734,0,20456.725515816226
1.0,46,2.0,59030,0,13752.725141611925
0.0,41,2.0,50438,0,5160.727170226306
0.0,50,0.0,50190,0,4912.7281829396525
1.0,55,1.0,34562,0,10715.279347161228
2.0,24,0.0,23385,0,21892.285621590956
0.0,46,2.0,51781,0,6503.725254003031
2.0,50,0.0,56392,0,11114.726477236727
0.0,32,0.0,30972,0,14305.281543530758
2.0,57,2.0,48680,0,3402.7450524759583
1.0,20,6.0,25747,0,19530.291705640953
2.0,64,9.0,47441,0,2163.813489355284
0.0,60,6.0,39210,0,6067.2932220812
2.0,51,9.0,49557,0,4279.733141202689
0.0,37,1.0,62654,0,17376.727277528407
2.0,47,0.0,50517,0,5239.726269825188
0.0,59,0.0,40605,0,4672.295606643421
0.0,19,7.0,24794,0,20483.292383855638
0.0,21,5.0,24740,0,20537.28956302004
2.0,48,1.0,63767,0,18489.72540932028
0.0,43,4.0,53760,0,8482.725562209354
2.0,45,4.0,61856,0,16578.725172772996
1.0,61,9.0,59496,0,14218.734906988273
1.0,24,8.0,21560,0,23717.285128952146
0.0,49,0.0,49442,0,4164.727761227797
2.0,63,3.0,54579,0,9301.741744422952
0.0,46,0.0,58487,0,13209.725468530798
2.0,22,7.0,20971,0,24306.28656391004
2.0,23,9.0,24543,0,20734.28795462957
1.0,38,6.0,66492,0,21214.72662128086
2.0,56,0.0,34157,0,11120.28036282151
2.0,27,6.0,41492,0,3785.321189088373
0.0,22,2.0,22174,0,23103.28682618661
0.0,26,2.0,34090,0,11187.291862231867
2.0,35,1.0,49792,0,4514.737707439033
1.0,57,0.0,53310,0,8032.733960756112
0.0,58,1.0,40554,0,4723.292100245345
0.0,55,0.0,57147,0,11869.729350259538
1.0,53,8.0,38111,0,7166.280680400426
0.0,63,7.0,54951,0,9673.74193705594
2.0,38,5.0,67158,0,21880.7264848815
2.0,42,5.0,57868,0,12590.725781622945
2.0,56,2.0,46038,0,760.7998083911558
0.0,51,2.0,34658,0,10619.276441081658
0.0,36,3.0,63921,0,18643.727507657502
0.0,47,1.0,65722,0,20444.725269863426
0.0,50,2.0,38805,0,6472.276644465467
