,Gender,Age,City,Salary
154,0.0,53,2.0,33349
155,2.0,26,3.0,32170
156,0.0,36,2.0,47860
157,2.0,46,3.0,51140
158,1.0,62,9.0,44122
159,2.0,49,0.0,59707
160,2.0,25,1.0,39125
161,1.0,19,4.0,29088
162,2.0,58,1.0,46791
163,2.0,56,6.0,43370
164,0.0,33,0.0,31692
165,2.0,63,3.0,30860
166,0.0,28,2.0,31468
167,1.0,37,0.0,56597
168,0.0,53,9.0,48160
169,0.0,18,3.0,21524
170,1.0,53,9.0,49560
171,0.0,44,0.0,64596
172,1.0,23,7.0,25315
173,2.0,32,9.0,44151
174,2.0,25,4.0,36311
175,0.0,47,4.0,45404
176,2.0,25,6.0,34781
177,1.0,59,4.0,43559
178,2.0,27,9.0,36353
179,1.0,49,8.0,47775
180,2.0,63,6.0,53751
181,0.0,36,6.0,63334
182,2.0,50,9.0,59661
183,2.0,63,1.0,37954
184,2.0,35,0.0,63741
185,1.0,44,7.0,62075
186,1.0,48,4.0,50556
187,0.0,48,7.0,67456
188,1.0,33,4.0,36237
189,2.0,47,5.0,50554
190,2.0,53,8.0,34549
191,1.0,27,1.0,34405
192,2.0,42,0.0,54867
193,0.0,30,9.0,34397
194,0.0,56,7.0,46158
195,1.0,50,7.0,34781
196,1.0,65,9.0,32073
197,0.0,26,0.0,32739
198,0.0,22,0.0,27121
199,1.0,35,6.0,54042
200,1.0,44,5.0,58798
201,1.0,39,4.0,54822
202,2.0,50,8.0,45867
203,1.0,35,6.0,47520
204,1.0,18,9.0,25916
205,2.0,36,6.0,53247
206,0.0,64,3.0,38080
207,1.0,37,9.0,68622
208,2.0,55,5.0,50481
209,1.0,55,4.0,46246
210,1.0,60,0.0,49457
211,2.0,49,3.0,65207
212,0.0,27,7.0,33203
213,2.0,46,4.0,60003
214,1.0,52,9.0,33505
215,0.0,48,1.0,49439
216,2.0,40,8.0,54983
217,2.0,39,3.0,45221
218,0.0,53,8.0,42966
219,1.0,52,5.0,40886
220,2.0,42,6.0,65322
221,2.0,47,3.0,57448
222,2.0,38,8.0,55798
223,1.0,30,7.0,37212
224,2.0,62,2.0,40968
225,0.0,33,9.0,37055
226,0.0,54,9.0,56721
227,2.0,42,4.0,66333
228,2.0,32,5.0,39738
229,0.0,44,3.0,49460
230,0.0,20,5.0,24922
231,2.0,38,8.0,55507
232,0.0,65,6.0,49766
233,1.0,48,9.0,67783
234,1.0,63,9.0,36581
235,1.0,42,6.0,60696
236,1.0,42,7.0,55295
237,0.0,60,5.0,35820
238,1.0,59,8.0,43049
239,2.0,27,1.0,35228
240,2.0,49,9.0,54550
241,1.0,20,4.0,28044
242,2.0,26,9.0,39435
243,1.0,50,0.0,55623
244,1.0,55,2.0,37943
245,1.0,39,7.0,55678
246,2.0,24,3.0,26161
247,2.0,46,8.0,54184
248,1.0,24,6.0,26437
249,1.0,51,1.0,41960
250,1.0,47,4.0,48731
251,1.0,18,1.0,29238
252,0.0,64,7.0,36547
253,1.0,27,0.0,39703
254,2.0,44,0.0,62879
255,1.0,59,6.0,35895
256,0.0,27,2.0,41169
257,2.0,22,5.0,29012
258,0.0,48,0.0,45881
259,1.0,34,6.0,41914
260,2.0,39,2.0,60126
261,1.0,57,7.0,53211
262,2.0,62,8.0,36869
263,2.0,43,7.0,59367
264,2.0,59,6.0,56138
265,0.0,23,8.0,24773
266,1.0,39,6.0,67702
267,0.0,61,7.0,32266
268,0.0,52,9.0,56835
269,1.0,42,9.0,58406
270,1.0,38,7.0,67052
271,1.0,58,1.0,46361
272,2.0,63,1.0,34560
273,0.0,49,0.0,65753
274,0.0,52,0.0,39923
275,0.0,20,8.0,23965
276,0.0,57,8.0,38279
277,0.0,22,9.0,22525
278,2.0,33,1.0,41718
279,1.0,58,2.0,43865
280,2.0,61,7.0,55856
281,2.0,36,2.0,57353
282,2.0,32,8.0,31211
283,1.0,65,2.0,44715
284,1.0,23,6.0,29796
285,0.0,45,3.0,60703
286,2.0,24,9.0,29539
287,0.0,58,1.0,43133
288,1.0,63,5.0,47510
289,1.0,24,9.0,28300
290,1.0,46,6.0,67665
291,1.0,28,1.0,36853
292,2.0,62,8.0,47814
293,0.0,37,5.0,46204
294,1.0,19,7.0,25890
295,0.0,20,7.0,28796
296,1.0,38,0.0,64458
297,0.0,21,4.0,21392
298,0.0,36,6.0,48583
299,1.0,40,1.0,53134
300,1.0,41,4.0,66548
301,0.0,45,4.0,66780
302,2.0,27,5.0,35816
303,1.0,33,7.0,32725
304,1.0,51,8.0,51200
305,2.0,44,9.0,65076
306,2.0,54,7.0,31451
307,1.0,61,6.0,48455
308,1.0,29,6.0,40568
309,1.0,28,1.0,41099
310,1.0,29,9.0,40596
311,0.0,23,8.0,26547
312,0.0,57,1.0,54663
313,0.0,42,5.0,55865
314,1.0,57,8.0,56090
315,0.0,61,8.0,44105
316,1.0,33,4.0,31735
317,1.0,49,1.0,45345
318,0.0,55,3.0,33231
319,1.0,27,7.0,34239
320,0.0,32,1.0,33637
321,0.0,47,8.0,61733
322,0.0,58,0.0,54472
323,0.0,34,8.0,38499
324,0.0,47,8.0,63284
325,2.0,34,9.0,39511
326,2.0,60,2.0,52533
327,2.0,18,9.0,29424
328,2.0,47,1.0,52242
329,2.0,36,0.0,59607
330,0.0,61,7.0,42259
331,1.0,52,0.0,42816
332,1.0,28,2.0,37586
333,0.0,22,1.0,29643
334,1.0,46,0.0,67624
335,1.0,40,8.0,61399
336,2.0,55,0.0,34939
337,2.0,37,5.0,56303
338,2.0,58,1.0,30804
339,1.0,45,7.0,60819
340,2.0,62,1.0,33425
341,0.0,34,8.0,34840
342,1.0,47,5.0,58630
343,1.0,37,5.0,47813
344,2.0,30,8.0,31901
345,0.0,42,8.0,68925
346,2.0,48,5.0,49642
347,2.0,24,5.0,25707
348,1.0,33,9.0,35110
349,1.0,42,5.0,56241
350,2.0,54,3.0,44920
351,1.0,40,3.0,51778
352,1.0,54,7.0,47075
353,1.0,36,3.0,60824
354,2.0,62,5.0,41413
355,1.0,36,0.0,60602
356,2.0,19,2.0,21599
357,1.0,60,5.0,44357
358,0.0,43,4.0,68658
359,1.0,35,5.0,67831
360,2.0,18,3.0,27412
361,1.0,54,6.0,40450
362,2.0,61,1.0,32201
363,2.0,65,0.0,39839
364,1.0,21,0.0,20732
365,2.0,56,6.0,56548
366,1.0,65,2.0,53290
367,0.0,49,4.0,48771
368,2.0,36,0.0,45740
369,2.0,32,6.0,43912
370,2.0,56,7.0,41241
371,2.0,40,3.0,66232
372,0.0,32,8.0,31791
373,0.0,58,6.0,52188
374,1.0,30,4.0,43108
375,2.0,57,6.0,35385
376,2.0,34,6.0,42132
377,0.0,61,2.0,37992
378,1.0,64,9.0,46908
379,0.0,60,5.0,35716
380,0.0,61,8.0,48084
381,1.0,26,9.0,32623
382,2.0,58,9.0,40845
383,2.0,24,9.0,29172
384,0.0,58,4.0,43971
385,0.0,59,8.0,45140
386,0.0,20,9.0,23798
387,1.0,37,1.0,58272
388,1.0,46,1.0,65635
389,0.0,20,7.0,23022
390,2.0,55,9.0,36107
391,2.0,41,2.0,65987
392,1.0,64,6.0,51538
393,1.0,26,7.0,37080
394,2.0,23,0.0,26481
395,1.0,36,6.0,45956
396,2.0,38,2.0,69162
397,0.0,65,8.0,50123
398,1.0,44,7.0,51465
399,0.0,29,3.0,37365
400,1.0,30,0.0,39702
401,1.0,26,4.0,37037
402,0.0,52,5.0,42741
403,0.0,41,4.0,45145
404,1.0,51,2.0,53092
405,0.0,50,8.0,37038
406,2.0,35,9.0,51743
407,2.0,28,5.0,34560
408,0.0,34,9.0,42326
409,2.0,48,2.0,68060
410,2.0,36,8.0,47050
411,2.0,65,6.0,48918
412,1.0,39,1.0,48334
413,2.0,25,6.0,43099
414,2.0,47,6.0,62592
415,0.0,22,0.0,23063
416,2.0,27,6.0,35993
417,1.0,32,3.0,35340
418,1.0,61,7.0,36457
419,0.0,64,4.0,44993
420,1.0,61,1.0,33734
421,1.0,43,6.0,53596
422,2.0,53,2.0,51977
423,2.0,41,2.0,61039
424,1.0,23,5.0,28646
425,0.0,43,9.0,65942
426,0.0,18,3.0,25134
427,2.0,34,3.0,39780
428,1.0,52,0.0,42734
429,2.0,25,6.0,40015
430,0.0,47,5.0,57862
431,1.0,41,6.0,64234
432,2.0,61,0.0,33743
433,2.0,65,1.0,41400
434,0.0,61,3.0,41533
435,2.0,34,7.0,43852
436,0.0,55,4.0,45003
437,0.0,42,8.0,65229
438,1.0,58,0.0,35653
439,1.0,41,9.0,67072
440,2.0,24,4.0,24873
441,0.0,61,9.0,50135
442,0.0,32,3.0,39669
443,1.0,48,4.0,47777
444,1.0,19,3.0,22194
445,0.0,57,5.0,40262
446,1.0,53,1.0,33862
447,2.0,38,2.0,52817
448,0.0,57,9.0,40006
449,1.0,32,1.0,31916
450,2.0,59,0.0,35998
451,0.0,22,7.0,26116
452,2.0,58,4.0,52722
453,2.0,47,1.0,49632
454,0.0,62,6.0,46738
455,2.0,37,1.0,57729
456,1.0,59,0.0,43704
457,1.0,44,5.0,64543
458,1.0,25,5.0,32258
459,2.0,26,7.0,39417
460,1.0,20,8.0,26286
461,2.0,20,7.0,26931
462,1.0,37,4.0,51086
463,0.0,49,9.0,60947
464,2.0,25,9.0,40412
465,2.0,24,1.0,28804
466,1.0,33,9.0,41361
467,0.0,52,8.0,51143
468,1.0,26,2.0,32838
469,1.0,42,5.0,63183
470,0.0,47,1.0,50467
471,0.0,41,4.0,61044
472,1.0,60,1.0,39464
473,0.0,65,3.0,34597
474,1.0,62,3.0,36130
475,2.0,52,3.0,40308
476,1.0,44,8.0,59778
477,2.0,55,9.0,50296
478,1.0,65,6.0,31756
479,0.0,64,1.0,58361
480,2.0,27,6.0,35882
481,0.0,44,8.0,45314
482,2.0,59,5.0,45879
483,2.0,24,1.0,22236
484,1.0,49,8.0,51393
485,1.0,57,9.0,56712
486,1.0,44,5.0,57581
487,1.0,35,9.0,63401
488,0.0,20,8.0,28281
489,1.0,62,4.0,51399
490,1.0,41,5.0,61219
491,2.0,31,0.0,36703
492,0.0,46,5.0,67436
493,0.0,46,9.0,61112
494,2.0,33,1.0,36809
495,2.0,41,1.0,68269
496,1.0,24,1.0,27272
497,0.0,61,6.0,46013
498,1.0,41,5.0,50480
499,2.0,52,0.0,32708
500,1.0,59,6.0,48526
501,0.0,40,3.0,46011
502,1.0,21,9.0,23613
503,0.0,43,9.0,54571
504,1.0,35,7.0,46071
505,1.0,30,4.0,34503
506,0.0,25,5.0,33683
507,0.0,47,0.0,62616
508,0.0,23,3.0,24729
509,1.0,60,5.0,35511
510,1.0,31,6.0,42791
511,1.0,59,0.0,44985
512,2.0,58,5.0,48535
513,1.0,56,5.0,54330
514,0.0,19,2.0,28115
515,0.0,21,3.0,29006
516,0.0,39,5.0,61738
517,1.0,33,6.0,31854
518,0.0,26,8.0,39383
519,0.0,54,1.0,33742
520,2.0,31,5.0,34389
521,2.0,22,4.0,28898
522,0.0,53,8.0,56977
523,2.0,31,2.0,36010
524,2.0,55,3.0,47761
525,0.0,31,5.0,43477
526,1.0,32,7.0,42399
527,1.0,39,2.0,46363
528,0.0,27,3.0,42451
529,1.0,56,6.0,53559
530,2.0,18,9.0,27231
531,0.0,35,4.0,62902
532,1.0,27,8.0,33580
533,1.0,26,4.0,36965
534,2.0,52,2.0,33355
535,0.0,34,4.0,42058
536,0.0,29,1.0,43599
537,2.0,25,5.0,40709
538,0.0,60,6.0,54620
539,0.0,19,3.0,24055
540,2.0,26,8.0,34877
541,2.0,18,1.0,20528
542,1.0,40,2.0,59736
543,0.0,33,1.0,34305
544,2.0,55,9.0,41422
545,1.0,38,6.0,47850
546,0.0,19,1.0,27193
547,1.0,29,4.0,44176
548,2.0,34,9.0,31923
549,0.0,21,8.0,23882
550,1.0,26,6.0,33438
551,2.0,65,1.0,56565
552,2.0,44,9.0,69170
553,2.0,51,1.0,49265
554,2.0,25,9.0,41290
555,2.0,65,0.0,41489
556,2.0,22,5.0,29998
557,2.0,48,6.0,65734
558,1.0,46,2.0,59030
559,0.0,41,2.0,50438
560,0.0,50,0.0,50190
561,1.0,55,1.0,34562
562,2.0,24,0.0,23385
563,0.0,46,2.0,51781
564,2.0,50,0.0,56392
565,0.0,32,0.0,30972
566,2.0,57,2.0,48680
567,1.0,20,6.0,25747
568,2.0,64,9.0,47441
569,0.0,60,6.0,39210
570,2.0,51,9.0,49557
571,0.0,37,1.0,62654
572,2.0,47,0.0,50517
573,0.0,59,0.0,40605
574,0.0,19,7.0,24794
575,0.0,21,5.0,24740
576,2.0,48,1.0,63767
577,0.0,43,4.0,53760
578,2.0,45,4.0,61856
579,1.0,61,9.0,59496
580,1.0,24,8.0,21560
581,0.0,49,0.0,49442
582,2.0,63,3.0,54579
583,0.0,46,0.0,58487
584,2.0,22,7.0,20971
585,2.0,23,9.0,24543
586,1.0,38,6.0,66492
587,2.0,56,0.0,34157
588,2.0,27,6.0,41492
589,0.0,22,2.0,22174
590,0.0,26,2.0,34090
591,2.0,35,1.0,49792
592,1.0,57,0.0,53310
593,0.0,58,1.0,40554
594,0.0,55,0.0,57147
595,1.0,53,8.0,38111
596,0.0,63,7.0,54951
597,2.0,38,5.0,67158
598,2.0,42,5.0,57868
599,2.0,56,2.0,46038
600,0.0,51,2.0,34658
601,0.0,36,3.0,63921
602,0.0,47,1.0,65722
603,0.0,50,2.0,38805
604,2.0,56,2.0,50572
605,1.0,45,3.0,58573
606,2.0,24,7.0,26146
607,0.0,62,4.0,44810
608,2.0,25,9.0,31237
609,1.0,59,6.0,50762
610,2.0,59,7.0,56037
611,1.0,53,8.0,58839
612,0.0,64,3.0,55194
613,2.0,31,1.0,31525
614,2.0,45,8.0,58200
615,2.0,46,4.0,61895
616,2.0,32,6.0,42284
617,0.0,44,6.0,54116
618,1.0,39,2.0,67764
619,1.0,47,0.0,57093
620,2.0,43,9.0,59899
621,0.0,44,0.0,60992
622,1.0,64,3.0,40724
623,1.0,24,7.0,29534
624,1.0,38,5.0,45081
625,1.0,45,2.0,69009
626,1.0,38,1.0,48052
627,1.0,60,3.0,53951
628,0.0,34,8.0,37511
629,2.0,41,4.0,65802
630,1.0,27,8.0,40881
631,0.0,61,3.0,52848
632,0.0,48,4.0,56738
633,2.0,22,6.0,21037
634,2.0,23,8.0,28756
635,1.0,23,0.0,26516
636,2.0,23,3.0,23568
637,2.0,45,3.0,59078
638,0.0,24,0.0,23470
639,0.0,65,5.0,46210
640,0.0,65,5.0,38799
641,1.0,41,7.0,55579
642,1.0,26,9.0,43571
643,2.0,53,0.0,39292
644,2.0,21,6.0,25533
645,1.0,55,1.0,47934
646,1.0,53,1.0,48937
647,0.0,53,6.0,34279
648,1.0,39,8.0,63551
649,1.0,60,1.0,57932
650,2.0,25,6.0,37951
651,2.0,44,0.0,56263
652,0.0,40,2.0,67365
653,1.0,60,7.0,54977
654,2.0,45,9.0,46586
655,1.0,64,8.0,31505
656,1.0,21,6.0,21631
657,0.0,36,0.0,65518
658,1.0,56,8.0,55686
659,0.0,37,3.0,60059
660,2.0,40,9.0,45533
661,2.0,24,0.0,22035
662,2.0,54,5.0,58103
663,2.0,50,2.0,35176
664,0.0,31,8.0,37230
665,0.0,27,5.0,37479
666,2.0,60,4.0,30022
667,2.0,48,4.0,59018
668,2.0,32,1.0,33314
669,0.0,24,9.0,22161
670,2.0,40,7.0,66299
671,0.0,53,4.0,39891
672,1.0,41,7.0,50209
673,2.0,25,8.0,44326
674,0.0,35,8.0,53979
675,0.0,54,6.0,33058
676,0.0,32,9.0,40724
677,1.0,45,2.0,56810
678,2.0,53,3.0,38204
679,0.0,57,0.0,32700
680,2.0,57,4.0,42184
681,0.0,61,2.0,51774
682,2.0,59,6.0,59615
683,1.0,53,0.0,51263
684,0.0,19,9.0,22711
685,0.0,56,0.0,31696
686,1.0,60,5.0,42987
687,2.0,62,5.0,50499
688,0.0,35,3.0,55010
689,1.0,19,0.0,23836
690,0.0,29,9.0,37032
691,0.0,35,2.0,66478
692,0.0,62,3.0,32988
693,2.0,37,7.0,68058
694,1.0,39,6.0,48118
695,1.0,40,0.0,45035
696,1.0,18,8.0,23496
697,1.0,29,4.0,37812
698,0.0,27,1.0,31276
699,2.0,54,0.0,34348
700,1.0,60,7.0,49453
701,2.0,43,0.0,52411
702,1.0,22,9.0,28510
703,1.0,27,5.0,41140
704,0.0,65,2.0,44583
705,0.0,58,2.0,30304
706,0.0,19,8.0,20132
707,2.0,23,6.0,25629
708,0.0,65,8.0,56775
709,0.0,51,6.0,33951
710,1.0,31,5.0,44095
711,1.0,42,9.0,58838
712,0.0,44,4.0,67742
713,0.0,47,1.0,49331
714,2.0,39,6.0,60653
715,2.0,28,1.0,31160
716,1.0,41,2.0,52502
717,2.0,37,2.0,57552
718,0.0,64,5.0,32927
719,0.0,38,7.0,68945
720,1.0,54,1.0,56409
721,0.0,56,6.0,33356
722,0.0,23,1.0,21690
723,0.0,21,9.0,25133
724,0.0,27,7.0,36022
725,2.0,28,5.0,44434
726,2.0,57,7.0,39805
727,2.0,21,3.0,22246
728,2.0,61,1.0,42541
729,2.0,23,1.0,22181
730,1.0,35,2.0,66023
731,0.0,46,5.0,67188
732,1.0,60,1.0,34681
733,0.0,45,8.0,47241
734,0.0,49,8.0,62383
735,0.0,56,9.0,48457
736,1.0,46,1.0,45277
737,0.0,44,6.0,64998
738,0.0,35,7.0,66299
739,2.0,31,2.0,32688
740,2.0,50,5.0,44421
741,0.0,25,6.0,35753
742,2.0,40,7.0,68672
743,1.0,45,1.0,51981
744,0.0,25,6.0,40290
745,1.0,36,3.0,69519
746,2.0,61,6.0,34960
747,2.0,61,8.0,43490
748,1.0,55,1.0,50187
749,0.0,49,4.0,67497
750,2.0,51,6.0,44496
751,2.0,60,5.0,58179
752,2.0,37,3.0,52118
753,1.0,20,1.0,21420
754,1.0,32,6.0,44689
755,2.0,43,0.0,48292
756,0.0,56,3.0,34587
757,1.0,21,4.0,22017
758,0.0,18,0.0,29659
759,1.0,31,3.0,41960
760,1.0,37,2.0,57583
761,0.0,31,5.0,35759
762,0.0,26,7.0,37035
763,0.0,34,3.0,35152
764,1.0,36,4.0,49581
765,0.0,38,9.0,53119
766,0.0,25,7.0,34537
767,0.0,18,1.0,21380
768,0.0,49,3.0,53131
769,0.0,65,7.0,48133
770,0.0,45,6.0,64693
771,0.0,29,3.0,39830
772,1.0,26,0.0,41815
773,0.0,42,4.0,64909
774,1.0,52,8.0,39336
775,2.0,63,8.0,55525
776,2.0,32,4.0,41312
777,1.0,50,9.0,30878
778,0.0,53,4.0,57783
779,1.0,60,6.0,57756
780,2.0,40,4.0,66574
781,1.0,22,4.0,24942
782,2.0,43,7.0,51732
783,1.0,65,1.0,46965
784,1.0,20,8.0,29943
785,1.0,45,9.0,61696
786,1.0,19,7.0,23090
787,1.0,47,8.0,69505
788,2.0,22,1.0,26418
789,1.0,38,4.0,54684
790,1.0,54,1.0,51173
791,1.0,45,8.0,46788
792,0.0,54,2.0,55683
793,2.0,43,3.0,52842
794,1.0,63,3.0,46216
795,2.0,58,0.0,42644
796,1.0,44,6.0,48694
797,0.0,36,1.0,52899
798,2.0,25,4.0,38185
799,0.0,43,1.0,65908
800,0.0,19,4.0,29730
801,1.0,38,2.0,47326
802,2.0,28,2.0,38655
803,2.0,57,6.0,59121
804,2.0,47,9.0,45395
805,2.0,62,8.0,41832
806,1.0,41,0.0,55370
807,1.0,23,2.0,22162
808,0.0,45,7.0,57675
809,1.0,24,3.0,29312
810,2.0,33,4.0,36895
811,1.0,45,5.0,56973
812,0.0,55,3.0,47903
813,2.0,43,2.0,67378
814,2.0,51,2.0,35661
815,0.0,23,7.0,27717
816,0.0,43,7.0,47391
817,2.0,37,5.0,45546
818,1.0,65,3.0,49246
819,1.0,39,6.0,47212
820,2.0,32,5.0,30225
821,2.0,39,3.0,53591
822,2.0,28,2.0,33534
823,1.0,22,3.0,20652
824,1.0,50,4.0,31981
825,2.0,58,6.0,55863
826,0.0,25,2.0,36520
827,2.0,51,1.0,46600
828,2.0,50,2.0,39387
829,1.0,30,3.0,40298
830,2.0,40,8.0,68351
831,1.0,40,1.0,61418
832,0.0,64,0.0,55136
833,2.0,59,2.0,43612
834,0.0,27,5.0,36939
835,2.0,33,9.0,41498
836,0.0,24,5.0,26590
837,1.0,27,5.0,31350
838,2.0,34,9.0,40494
839,2.0,30,2.0,38791
840,0.0,29,0.0,38808
841,1.0,56,8.0,50186
842,0.0,27,1.0,32501
843,0.0,59,2.0,39092
844,1.0,22,4.0,21369
845,0.0,29,0.0,35077
846,0.0,58,0.0,32589
847,2.0,49,3.0,61754
848,0.0,47,1.0,51658
849,2.0,54,5.0,56478
850,1.0,55,8.0,35091
851,0.0,46,4.0,62576
852,1.0,61,1.0,40706
853,2.0,54,6.0,42803
854,2.0,59,3.0,49216
855,2.0,58,9.0,50784
856,0.0,57,4.0,55009
857,2.0,38,1.0,66293
858,2.0,58,9.0,52316
859,0.0,38,4.0,66074
860,0.0,27,4.0,31083
861,0.0,46,8.0,55163
862,2.0,22,0.0,27167
863,2.0,48,4.0,68919
864,0.0,46,8.0,52819
865,0.0,58,1.0,31897
866,1.0,37,6.0,53011
867,1.0,35,2.0,47825
868,0.0,55,2.0,44237
869,0.0,21,0.0,21900
870,1.0,40,8.0,59856
871,0.0,50,6.0,50063
872,2.0,22,3.0,29975
873,2.0,37,1.0,46803
874,2.0,47,4.0,55134
875,0.0,46,4.0,66826
876,0.0,20,1.0,22877
877,1.0,21,1.0,21956
878,0.0,41,8.0,45415
879,0.0,36,4.0,68196
880,1.0,22,2.0,22248
881,0.0,59,0.0,52986
882,1.0,23,2.0,20185
883,0.0,57,9.0,35368
884,0.0,56,7.0,46266
885,0.0,50,6.0,41360
886,0.0,42,9.0,62137
887,2.0,47,7.0,61948
888,2.0,55,1.0,55656
889,0.0,53,2.0,56951
890,2.0,65,3.0,53618
891,1.0,20,0.0,24247
892,2.0,46,4.0,50471
893,1.0,54,5.0,42185
894,1.0,59,5.0,34159
895,1.0,30,3.0,42284
896,2.0,38,7.0,53806
897,0.0,56,2.0,54016
898,0.0,48,5.0,48868
899,2.0,50,1.0,55278
900,1.0,27,2.0,44743
901,2.0,21,6.0,20480
902,0.0,46,2.0,55977
903,2.0,24,9.0,27034
904,2.0,39,0.0,53912
905,0.0,63,3.0,47165
906,0.0,23,2.0,21046
907,1.0,50,2.0,38616
908,1.0,59,7.0,53341
909,0.0,29,6.0,39447
910,1.0,20,2.0,21262
911,0.0,33,5.0,38128
912,2.0,63,2.0,44915
913,1.0,46,4.0,61737
914,0.0,46,2.0,56800
915,2.0,51,1.0,31816
916,2.0,51,9.0,46371
917,0.0,57,0.0,58159
918,0.0,28,4.0,39287
919,2.0,41,6.0,50468
920,2.0,41,1.0,57048
921,0.0,36,9.0,50154
922,0.0,42,0.0,53359
923,2.0,44,0.0,48371
924,2.0,39,9.0,63805
925,0.0,61,1.0,52089
926,0.0,56,6.0,53684
927,2.0,21,6.0,21889
928,0.0,58,7.0,37484
929,0.0,59,6.0,54273
930,0.0,39,9.0,61673
