Gender,Age,City,Salary
2.0,62,8.0,47814
0.0,37,5.0,46204
1.0,19,7.0,25890
0.0,20,7.0,28796
1.0,38,0.0,64458
0.0,21,4.0,21392
0.0,36,6.0,48583
1.0,40,1.0,53134
1.0,41,4.0,66548
0.0,45,4.0,66780
2.0,27,5.0,35816
1.0,33,7.0,32725
1.0,51,8.0,51200
2.0,44,9.0,65076
2.0,54,7.0,31451
1.0,61,6.0,48455
1.0,29,6.0,40568
1.0,28,1.0,41099
1.0,29,9.0,40596
0.0,23,8.0,26547
0.0,57,1.0,54663
0.0,42,5.0,55865
1.0,57,8.0,56090
0.0,61,8.0,44105
1.0,33,4.0,31735
1.0,49,1.0,45345
0.0,55,3.0,33231
1.0,27,7.0,34239
0.0,32,1.0,33637
0.0,47,8.0,61733
0.0,58,0.0,54472
0.0,34,8.0,38499
0.0,47,8.0,63284
2.0,34,9.0,39511
2.0,60,2.0,52533
2.0,18,9.0,29424
2.0,47,1.0,52242
2.0,36,0.0,59607
0.0,61,7.0,42259
1.0,52,0.0,42816
1.0,28,2.0,37586
0.0,22,1.0,29643
1.0,46,0.0,67624
1.0,40,8.0,61399
2.0,55,0.0,34939
2.0,37,5.0,56303
2.0,58,1.0,30804
1.0,45,7.0,60819
2.0,62,1.0,33425
0.0,34,8.0,34840
1.0,47,5.0,58630
1.0,37,5.0,47813
2.0,30,8.0,31901
0.0,42,8.0,68925
2.0,48,5.0,49642
2.0,24,5.0,25707
1.0,33,9.0,35110
1.0,42,5.0,56241
2.0,54,3.0,44920
1.0,40,3.0,51778
1.0,54,7.0,47075
1.0,36,3.0,60824
2.0,62,5.0,41413
1.0,36,0.0,60602
2.0,19,2.0,21599
1.0,60,5.0,44357
0.0,43,4.0,68658
1.0,35,5.0,67831
2.0,18,3.0,27412
1.0,54,6.0,40450
2.0,61,1.0,32201
2.0,65,0.0,39839
1.0,21,0.0,20732
2.0,56,6.0,56548
1.0,65,2.0,53290
0.0,49,4.0,48771
2.0,36,0.0,45740
2.0,32,6.0,43912
2.0,56,7.0,41241
2.0,40,3.0,66232
0.0,32,8.0,31791
0.0,58,6.0,52188
1.0,30,4.0,43108
2.0,57,6.0,35385
2.0,34,6.0,42132
0.0,61,2.0,37992
1.0,64,9.0,46908
0.0,60,5.0,35716
0.0,61,8.0,48084
1.0,26,9.0,32623
2.0,58,9.0,40845
2.0,24,9.0,29172
0.0,58,4.0,43971
0.0,59,8.0,45140
0.0,20,9.0,23798
1.0,37,1.0,58272
1.0,46,1.0,65635
0.0,20,7.0,23022
2.0,55,9.0,36107
2.0,41,2.0,65987
1.0,64,6.0,51538
1.0,26,7.0,37080
2.0,23,0.0,26481
1.0,36,6.0,45956
2.0,38,2.0,69162
0.0,65,8.0,50123
1.0,44,7.0,51465
0.0,29,3.0,37365
1.0,30,0.0,39702
1.0,26,4.0,37037
0.0,52,5.0,42741
0.0,41,4.0,45145
1.0,51,2.0,53092
0.0,50,8.0,37038
2.0,35,9.0,51743
2.0,28,5.0,34560
0.0,34,9.0,42326
2.0,48,2.0,68060
2.0,36,8.0,47050
2.0,65,6.0,48918
1.0,39,1.0,48334
2.0,25,6.0,43099
2.0,47,6.0,62592
0.0,22,0.0,23063
2.0,27,6.0,35993
1.0,32,3.0,35340
1.0,61,7.0,36457
0.0,64,4.0,44993
1.0,61,1.0,33734
1.0,43,6.0,53596
2.0,53,2.0,51977
2.0,41,2.0,61039
1.0,23,5.0,28646
0.0,43,9.0,65942
0.0,18,3.0,25134
2.0,34,3.0,39780
1.0,52,0.0,42734
2.0,25,6.0,40015
0.0,47,5.0,57862
1.0,41,6.0,64234
2.0,61,0.0,33743
2.0,65,1.0,41400
0.0,61,3.0,41533
2.0,34,7.0,43852
0.0,55,4.0,45003
0.0,42,8.0,65229
1.0,58,0.0,35653
1.0,41,9.0,67072
2.0,24,4.0,24873
0.0,61,9.0,50135
0.0,32,3.0,39669
1.0,48,4.0,47777
1.0,19,3.0,22194
0.0,57,5.0,40262
1.0,53,1.0,33862
2.0,38,2.0,52817
0.0,57,9.0,40006
1.0,32,1.0,31916
2.0,59,0.0,35998
0.0,22,7.0,26116
2.0,58,4.0,52722
2.0,47,1.0,49632
0.0,62,6.0,46738
2.0,37,1.0,57729
1.0,59,0.0,43704
1.0,44,5.0,64543
1.0,25,5.0,32258
2.0,26,7.0,39417
1.0,20,8.0,26286
2.0,20,7.0,26931
1.0,37,4.0,51086
0.0,49,9.0,60947
2.0,25,9.0,40412
2.0,24,1.0,28804
1.0,33,9.0,41361
0.0,52,8.0,51143
1.0,26,2.0,32838
1.0,42,5.0,63183
0.0,47,1.0,50467
0.0,41,4.0,61044
1.0,60,1.0,39464
0.0,65,3.0,34597
1.0,62,3.0,36130
2.0,52,3.0,40308
1.0,44,8.0,59778
2.0,55,9.0,50296
1.0,65,6.0,31756
0.0,64,1.0,58361
2.0,27,6.0,35882
0.0,44,8.0,45314
2.0,59,5.0,45879
2.0,24,1.0,22236
1.0,49,8.0,51393
1.0,57,9.0,56712
1.0,44,5.0,57581
1.0,35,9.0,63401
0.0,20,8.0,28281
1.0,62,4.0,51399
1.0,41,5.0,61219
2.0,31,0.0,36703
0.0,46,5.0,67436
0.0,46,9.0,61112
2.0,33,1.0,36809
2.0,41,1.0,68269
1.0,24,1.0,27272
0.0,61,6.0,46013
1.0,41,5.0,50480
2.0,52,0.0,32708
1.0,59,6.0,48526
0.0,40,3.0,46011
1.0,21,9.0,23613
0.0,43,9.0,54571
1.0,35,7.0,46071
1.0,30,4.0,34503
0.0,25,5.0,33683
0.0,47,0.0,62616
0.0,23,3.0,24729
1.0,60,5.0,35511
1.0,31,6.0,42791
1.0,59,0.0,44985
2.0,58,5.0,48535
1.0,56,5.0,54330
0.0,19,2.0,28115
0.0,21,3.0,29006
0.0,39,5.0,61738
1.0,33,6.0,31854
0.0,26,8.0,39383
0.0,54,1.0,33742
2.0,31,5.0,34389
2.0,22,4.0,28898
0.0,53,8.0,56977
2.0,31,2.0,36010
2.0,55,3.0,47761
0.0,31,5.0,43477
1.0,32,7.0,42399
1.0,39,2.0,46363
0.0,27,3.0,42451
1.0,56,6.0,53559
2.0,18,9.0,27231
0.0,35,4.0,62902
1.0,27,8.0,33580
1.0,26,4.0,36965
2.0,52,2.0,33355
0.0,34,4.0,42058
0.0,29,1.0,43599
2.0,25,5.0,40709
0.0,60,6.0,54620
0.0,19,3.0,24055
2.0,26,8.0,34877
2.0,18,1.0,20528
1.0,40,2.0,59736
0.0,33,1.0,34305
2.0,55,9.0,41422
1.0,38,6.0,47850
0.0,19,1.0,27193
1.0,29,4.0,44176
2.0,34,9.0,31923
0.0,21,8.0,23882
1.0,26,6.0,33438
2.0,65,1.0,56565
2.0,44,9.0,69170
2.0,51,1.0,49265
2.0,25,9.0,41290
2.0,65,0.0,41489
2.0,22,5.0,29998
2.0,48,6.0,65734
1.0,46,2.0,59030
0.0,41,2.0,50438
0.0,50,0.0,50190
1.0,55,1.0,34562
2.0,24,0.0,23385
0.0,46,2.0,51781
2.0,50,0.0,56392
0.0,32,0.0,30972
2.0,57,2.0,48680
1.0,20,6.0,25747
2.0,64,9.0,47441
0.0,60,6.0,39210
2.0,51,9.0,49557
0.0,37,1.0,62654
2.0,47,0.0,50517
0.0,59,0.0,40605
0.0,19,7.0,24794
0.0,21,5.0,24740
2.0,48,1.0,63767
0.0,43,4.0,53760
2.0,45,4.0,61856
1.0,61,9.0,59496
1.0,24,8.0,21560
0.0,49,0.0,49442
2.0,63,3.0,54579
0.0,46,0.0,58487
2.0,22,7.0,20971
2.0,23,9.0,24543
1.0,38,6.0,66492
2.0,56,0.0,34157
2.0,27,6.0,41492
0.0,22,2.0,22174
0.0,26,2.0,34090
2.0,35,1.0,49792
1.0,57,0.0,53310
0.0,58,1.0,40554
0.0,55,0.0,57147
1.0,53,8.0,38111
0.0,63,7.0,54951
2.0,38,5.0,67158
2.0,42,5.0,57868
2.0,56,2.0,46038
0.0,51,2.0,34658
0.0,36,3.0,63921
0.0,47,1.0,65722
0.0,50,2.0,38805
2.0,56,2.0,50572
1.0,45,3.0,58573
2.0,24,7.0,26146
0.0,62,4.0,44810
2.0,25,9.0,31237
1.0,59,6.0,50762
2.0,59,7.0,56037
1.0,53,8.0,58839
0.0,64,3.0,55194
2.0,31,1.0,31525
2.0,45,8.0,58200
2.0,46,4.0,61895
2.0,32,6.0,42284
0.0,44,6.0,54116
1.0,39,2.0,67764
1.0,47,0.0,57093
2.0,43,9.0,59899
0.0,44,0.0,60992
1.0,64,3.0,40724
1.0,24,7.0,29534
1.0,38,5.0,45081
1.0,45,2.0,69009
1.0,38,1.0,48052
1.0,60,3.0,53951
0.0,34,8.0,37511
2.0,41,4.0,65802
1.0,27,8.0,40881
0.0,61,3.0,52848
0.0,48,4.0,56738
2.0,22,6.0,21037
2.0,23,8.0,28756
1.0,23,0.0,26516
2.0,23,3.0,23568
2.0,45,3.0,59078
0.0,24,0.0,23470
0.0,65,5.0,46210
0.0,65,5.0,38799
1.0,41,7.0,55579
1.0,26,9.0,43571
2.0,53,0.0,39292
2.0,21,6.0,25533
1.0,55,1.0,47934
1.0,53,1.0,48937
0.0,53,6.0,34279
1.0,39,8.0,63551
1.0,60,1.0,57932
2.0,25,6.0,37951
2.0,44,0.0,56263
0.0,40,2.0,67365
1.0,60,7.0,54977
2.0,45,9.0,46586
1.0,64,8.0,31505
1.0,21,6.0,21631
0.0,36,0.0,65518
1.0,56,8.0,55686
0.0,37,3.0,60059
2.0,40,9.0,45533
2.0,24,0.0,22035
2.0,54,5.0,58103
2.0,50,2.0,35176
0.0,31,8.0,37230
0.0,27,5.0,37479
2.0,60,4.0,30022
2.0,48,4.0,59018
2.0,32,1.0,33314
0.0,24,9.0,22161
2.0,40,7.0,66299
0.0,53,4.0,39891
1.0,41,7.0,50209
2.0,25,8.0,44326
0.0,35,8.0,53979
0.0,54,6.0,33058
0.0,32,9.0,40724
1.0,45,2.0,56810
2.0,53,3.0,38204
0.0,57,0.0,32700
2.0,57,4.0,42184
0.0,61,2.0,51774
2.0,59,6.0,59615
1.0,53,0.0,51263
0.0,19,9.0,22711
0.0,56,0.0,31696
1.0,60,5.0,42987
2.0,62,5.0,50499
0.0,35,3.0,55010
1.0,19,0.0,23836
0.0,29,9.0,37032
0.0,35,2.0,66478
0.0,62,3.0,32988
2.0,37,7.0,68058
1.0,39,6.0,48118
1.0,40,0.0,45035
1.0,18,8.0,23496
1.0,29,4.0,37812
0.0,27,1.0,31276
2.0,54,0.0,34348
1.0,60,7.0,49453
2.0,43,0.0,52411
1.0,22,9.0,28510
1.0,27,5.0,41140
0.0,65,2.0,44583
0.0,58,2.0,30304
0.0,19,8.0,20132
2.0,23,6.0,25629
0.0,65,8.0,56775
0.0,51,6.0,33951
1.0,31,5.0,44095
1.0,42,9.0,58838
0.0,44,4.0,67742
0.0,47,1.0,49331
2.0,39,6.0,60653
2.0,28,1.0,31160
1.0,41,2.0,52502
2.0,37,2.0,57552
0.0,64,5.0,32927
0.0,38,7.0,68945
1.0,54,1.0,56409
0.0,56,6.0,33356
0.0,23,1.0,21690
0.0,21,9.0,25133
0.0,27,7.0,36022
2.0,28,5.0,44434
2.0,57,7.0,39805
2.0,21,3.0,22246
2.0,61,1.0,42541
2.0,23,1.0,22181
1.0,35,2.0,66023
0.0,46,5.0,67188
1.0,60,1.0,34681
0.0,45,8.0,47241
0.0,49,8.0,62383
0.0,56,9.0,48457
1.0,46,1.0,45277
0.0,44,6.0,64998
0.0,35,7.0,66299
2.0,31,2.0,32688
2.0,50,5.0,44421
0.0,25,6.0,35753
2.0,40,7.0,68672
1.0,45,1.0,51981
0.0,25,6.0,40290
1.0,36,3.0,69519
2.0,61,6.0,34960
2.0,61,8.0,43490
1.0,55,1.0,50187
0.0,49,4.0,67497
2.0,51,6.0,44496
2.0,60,5.0,58179
2.0,37,3.0,52118
1.0,20,1.0,21420
1.0,32,6.0,44689
2.0,43,0.0,48292
0.0,56,3.0,34587
1.0,21,4.0,22017
0.0,18,0.0,29659
1.0,31,3.0,41960
1.0,37,2.0,57583
0.0,31,5.0,35759
0.0,26,7.0,37035
0.0,34,3.0,35152
1.0,36,4.0,49581
0.0,38,9.0,53119
0.0,25,7.0,34537
0.0,18,1.0,21380
0.0,49,3.0,53131
0.0,65,7.0,48133
0.0,45,6.0,64693
0.0,29,3.0,39830
1.0,26,0.0,41815
0.0,42,4.0,64909
1.0,52,8.0,39336
2.0,63,8.0,55525
2.0,32,4.0,41312
1.0,50,9.0,30878
0.0,53,4.0,57783
1.0,60,6.0,57756
2.0,40,4.0,66574
1.0,22,4.0,24942
2.0,43,7.0,51732
1.0,65,1.0,46965
1.0,20,8.0,29943
1.0,45,9.0,61696
1.0,19,7.0,23090
1.0,47,8.0,69505
2.0,22,1.0,26418
1.0,38,4.0,54684
1.0,54,1.0,51173
1.0,45,8.0,46788
0.0,54,2.0,55683
2.0,43,3.0,52842
1.0,63,3.0,46216
2.0,58,0.0,42644
1.0,44,6.0,48694
0.0,36,1.0,52899
2.0,25,4.0,38185
0.0,43,1.0,65908
0.0,19,4.0,29730
1.0,38,2.0,47326
2.0,28,2.0,38655
2.0,57,6.0,59121
2.0,47,9.0,45395
2.0,62,8.0,41832
1.0,41,0.0,55370
1.0,23,2.0,22162
0.0,45,7.0,57675
1.0,24,3.0,29312
2.0,33,4.0,36895
1.0,45,5.0,56973
0.0,55,3.0,47903
2.0,43,2.0,67378
2.0,51,2.0,35661
0.0,23,7.0,27717
0.0,43,7.0,47391
2.0,37,5.0,45546
1.0,65,3.0,49246
1.0,39,6.0,47212
2.0,32,5.0,30225
2.0,39,3.0,53591
2.0,28,2.0,33534
1.0,22,3.0,20652
1.0,50,4.0,31981
2.0,58,6.0,55863
0.0,25,2.0,36520
2.0,51,1.0,46600
2.0,50,2.0,39387
1.0,30,3.0,40298
2.0,40,8.0,68351
1.0,40,1.0,61418
0.0,64,0.0,55136
2.0,59,2.0,43612
0.0,27,5.0,36939
2.0,33,9.0,41498
0.0,24,5.0,26590
1.0,27,5.0,31350
2.0,34,9.0,40494
2.0,30,2.0,38791
0.0,29,0.0,38808
1.0,56,8.0,50186
0.0,27,1.0,32501
0.0,59,2.0,39092
1.0,22,4.0,21369
0.0,29,0.0,35077
0.0,58,0.0,32589
2.0,49,3.0,61754
0.0,47,1.0,51658
2.0,54,5.0,56478
1.0,55,8.0,35091
0.0,46,4.0,62576
1.0,61,1.0,40706
2.0,54,6.0,42803
2.0,59,3.0,49216
2.0,58,9.0,50784
0.0,57,4.0,55009
2.0,38,1.0,66293
2.0,58,9.0,52316
0.0,38,4.0,66074
0.0,27,4.0,31083
0.0,46,8.0,55163
2.0,22,0.0,27167
2.0,48,4.0,68919
0.0,46,8.0,52819
0.0,58,1.0,31897
1.0,37,6.0,53011
1.0,35,2.0,47825
0.0,55,2.0,44237
0.0,21,0.0,21900
1.0,40,8.0,59856
0.0,50,6.0,50063
2.0,22,3.0,29975
2.0,37,1.0,46803
2.0,47,4.0,55134
0.0,46,4.0,66826
0.0,20,1.0,22877
1.0,21,1.0,21956
0.0,41,8.0,45415
0.0,36,4.0,68196
1.0,22,2.0,22248
0.0,59,0.0,52986
1.0,23,2.0,20185
0.0,57,9.0,35368
0.0,56,7.0,46266
0.0,50,6.0,41360
0.0,42,9.0,62137
2.0,47,7.0,61948
2.0,55,1.0,55656
0.0,53,2.0,56951
2.0,65,3.0,53618
1.0,20,0.0,24247
2.0,46,4.0,50471
1.0,54,5.0,42185
1.0,59,5.0,34159
1.0,30,3.0,42284
2.0,38,7.0,53806
0.0,56,2.0,54016
0.0,48,5.0,48868
2.0,50,1.0,55278
1.0,27,2.0,44743
2.0,21,6.0,20480
0.0,46,2.0,55977
2.0,24,9.0,27034
2.0,39,0.0,53912
0.0,63,3.0,47165
0.0,23,2.0,21046
1.0,50,2.0,38616
1.0,59,7.0,53341
0.0,29,6.0,39447
1.0,20,2.0,21262
0.0,33,5.0,38128
2.0,63,2.0,44915
1.0,46,4.0,61737
0.0,46,2.0,56800
2.0,51,1.0,31816
2.0,51,9.0,46371
0.0,57,0.0,58159
0.0,28,4.0,39287
2.0,41,6.0,50468
2.0,41,1.0,57048
0.0,36,9.0,50154
0.0,42,0.0,53359
2.0,44,0.0,48371
2.0,39,9.0,63805
0.0,61,1.0,52089
0.0,56,6.0,53684
2.0,21,6.0,21889
0.0,58,7.0,37484
0.0,59,6.0,54273
0.0,39,9.0,61673
0.0,22,2.0,20042
1.0,39,9.0,46443
1.0,24,9.0,20201
2.0,53,4.0,38013
1.0,61,3.0,31506
0.0,42,5.0,60458
1.0,36,2.0,56926
2.0,34,8.0,36274
2.0,64,3.0,34917
2.0,60,0.0,35864
1.0,56,1.0,58098
1.0,27,5.0,30579
1.0,39,5.0,63116
2.0,23,4.0,26870
0.0,55,0.0,37356
0.0,60,8.0,40544
2.0,27,2.0,34067
2.0,40,9.0,58639
2.0,37,2.0,68602
2.0,59,4.0,40483
0.0,62,5.0,38888
1.0,60,2.0,57066
1.0,43,6.0,47552
0.0,26,1.0,39364
1.0,56,9.0,42216
0.0,63,0.0,33912
1.0,23,6.0,28225
0.0,37,6.0,67063
1.0,53,6.0,59554
2.0,42,8.0,46725
2.0,59,9.0,35876
1.0,39,8.0,52313
0.0,26,8.0,43178
1.0,60,1.0,46900
1.0,62,6.0,31504
2.0,65,8.0,43137
0.0,61,1.0,32258
2.0,51,3.0,58737
1.0,23,1.0,27620
2.0,59,3.0,58378
0.0,60,7.0,39250
1.0,45,3.0,55180
1.0,50,3.0,40724
2.0,41,4.0,47830
0.0,19,8.0,29061
0.0,41,2.0,59966
0.0,37,7.0,45261
0.0,29,8.0,36044
0.0,31,3.0,33287
1.0,39,2.0,54554
1.0,49,1.0,63474
0.0,30,6.0,42853
0.0,32,9.0,34979
1.0,26,3.0,42117
1.0,27,5.0,40202
0.0,22,5.0,23974
0.0,36,6.0,60201
1.0,24,6.0,26033
2.0,50,3.0,49388
2.0,52,3.0,46166
2.0,65,1.0,55316
1.0,51,1.0,55424
1.0,20,4.0,23201
1.0,60,3.0,54001
2.0,39,3.0,62909
0.0,57,1.0,54919
1.0,26,0.0,43041
1.0,56,1.0,38032
1.0,42,0.0,49933
1.0,61,5.0,177679
0.0,37,2.0,158255
1.0,34,3.0,37291
1.0,29,0.0,140071
2.0,19,3.0,46868
0.0,43,6.0,96813
2.0,46,1.0,30396
2.0,53,9.0,72389
1.0,65,5.0,100914
0.0,53,2.0,93759
1.0,33,8.0,54010
2.0,24,7.0,176772
0.0,47,2.0,33258
2.0,24,2.0,195851
2.0,26,0.0,185642
0.0,25,1.0,177536
1.0,18,3.0,98014
1.0,21,2.0,127081
2.0,32,5.0,12987
1.0,26,4.0,79523
0.0,30,9.0,64967
0.0,43,8.0,75415
1.0,41,8.0,191711
1.0,61,2.0,27771
2.0,58,5.0,101876
0.0,59,9.0,77281
1.0,23,9.0,38320
1.0,55,5.0,198852
1.0,55,3.0,10335
2.0,34,9.0,22621
0.0,22,5.0,111171
2.0,19,5.0,124876
0.0,22,8.0,120009
0.0,30,5.0,53604
2.0,59,2.0,118532
1.0,46,6.0,139258
2.0,26,1.0,109277
1.0,23,0.0,102073
2.0,39,8.0,153136
1.0,25,6.0,108395
2.0,20,3.0,36588
0.0,47,7.0,135695
1.0,21,3.0,161533
2.0,28,2.0,180647
2.0,54,5.0,190134
1.0,45,2.0,69135
0.0,64,3.0,52639
2.0,43,1.0,128302
1.0,49,6.0,29322
1.0,19,3.0,18758
0.0,42,9.0,87308
0.0,61,5.0,15263
0.0,45,2.0,93549
0.0,29,8.0,78453
2.0,40,9.0,37453
2.0,31,8.0,29451
0.0,29,9.0,99602
0.0,35,3.0,54592
0.0,35,3.0,108424
0.0,46,8.0,52180
1.0,27,5.0,29661
1.0,20,8.0,153404
1.0,57,7.0,34406
1.0,57,1.0,98591
2.0,57,9.0,165721
1.0,33,7.0,170863
1.0,59,9.0,136546
1.0,36,4.0,194681
1.0,49,5.0,18124
0.0,44,7.0,123068
0.0,53,9.0,181346
0.0,48,0.0,53253
0.0,21,9.0,169204
1.0,23,8.0,123823
