col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,Age,Salary
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,65.0,100914.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,176772.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,195851.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,185642.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,177536.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,18.0,98014.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,127081.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,41.0,191711.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,55.0,198852.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,55.0,10335.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,111171.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,124876.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,118532.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,46.0,139258.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,109277.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,102073.0
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,153136.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,135695.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,21.0,161533.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,180647.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0,190134.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,128302.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,19.0,18758.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,153404.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,165721.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,170863.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59.0,136546.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,36.0,194681.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,123068.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,181346.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,169204.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,123823.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,192765.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58.0,155257.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,52.0,199277.0
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,151590.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,183171.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,49.0,35143.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,50.0,159886.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,154090.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,42.0,138699.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,104589.0
