Gender,Age,City,Salary,cluster
1.0,44,5.0,58798,0
1.0,39,4.0,54822,0
2.0,50,8.0,45867,0
1.0,35,6.0,47520,0
1.0,18,9.0,25916,0
2.0,36,6.0,53247,0
0.0,64,3.0,38080,0
1.0,37,9.0,68622,0
2.0,55,5.0,50481,0
1.0,55,4.0,46246,0
1.0,60,0.0,49457,0
2.0,49,3.0,65207,0
0.0,27,7.0,33203,0
2.0,46,4.0,60003,0
1.0,52,9.0,33505,0
0.0,48,1.0,49439,0
2.0,40,8.0,54983,0
2.0,39,3.0,45221,0
0.0,53,8.0,42966,0
1.0,52,5.0,40886,0
2.0,42,6.0,65322,0
2.0,47,3.0,57448,0
2.0,38,8.0,55798,0
1.0,30,7.0,37212,0
2.0,62,2.0,40968,0
0.0,33,9.0,37055,0
0.0,54,9.0,56721,0
2.0,42,4.0,66333,0
2.0,32,5.0,39738,0
0.0,44,3.0,49460,0
0.0,20,5.0,24922,0
2.0,38,8.0,55507,0
0.0,65,6.0,49766,0
1.0,48,9.0,67783,0
1.0,63,9.0,36581,0
1.0,42,6.0,60696,0
1.0,42,7.0,55295,0
0.0,60,5.0,35820,0
1.0,59,8.0,43049,0
2.0,27,1.0,35228,0
2.0,49,9.0,54550,0
1.0,20,4.0,28044,0
2.0,26,9.0,39435,0
1.0,50,0.0,55623,0
1.0,55,2.0,37943,0
1.0,39,7.0,55678,0
2.0,24,3.0,26161,0
2.0,46,8.0,54184,0
1.0,24,6.0,26437,0
1.0,51,1.0,41960,0
1.0,47,4.0,48731,0
1.0,18,1.0,29238,0
0.0,64,7.0,36547,0
1.0,27,0.0,39703,0
2.0,44,0.0,62879,0
1.0,59,6.0,35895,0
0.0,27,2.0,41169,0
2.0,22,5.0,29012,0
0.0,48,0.0,45881,0
1.0,34,6.0,41914,0
2.0,39,2.0,60126,0
1.0,57,7.0,53211,0
2.0,62,8.0,36869,0
2.0,43,7.0,59367,0
2.0,59,6.0,56138,0
0.0,23,8.0,24773,0
1.0,39,6.0,67702,0
0.0,61,7.0,32266,0
0.0,52,9.0,56835,0
1.0,42,9.0,58406,0
1.0,38,7.0,67052,0
1.0,58,1.0,46361,0
2.0,63,1.0,34560,0
0.0,49,0.0,65753,0
0.0,52,0.0,39923,0
0.0,20,8.0,23965,0
0.0,57,8.0,38279,0
0.0,22,9.0,22525,0
2.0,33,1.0,41718,0
1.0,58,2.0,43865,0
2.0,61,7.0,55856,0
2.0,36,2.0,57353,0
2.0,32,8.0,31211,0
1.0,65,2.0,44715,0
1.0,23,6.0,29796,0
0.0,45,3.0,60703,0
2.0,24,9.0,29539,0
0.0,58,1.0,43133,0
1.0,63,5.0,47510,0
1.0,24,9.0,28300,0
1.0,46,6.0,67665,0
1.0,28,1.0,36853,0
2.0,62,8.0,47814,0
0.0,37,5.0,46204,0
1.0,19,7.0,25890,0
0.0,20,7.0,28796,0
1.0,38,0.0,64458,0
0.0,21,4.0,21392,0
0.0,36,6.0,48583,0
1.0,40,1.0,53134,0
1.0,41,4.0,66548,0
0.0,45,4.0,66780,0
2.0,27,5.0,35816,0
1.0,33,7.0,32725,0
1.0,51,8.0,51200,0
2.0,44,9.0,65076,0
2.0,54,7.0,31451,0
1.0,61,6.0,48455,0
1.0,29,6.0,40568,0
1.0,28,1.0,41099,0
1.0,29,9.0,40596,0
0.0,23,8.0,26547,0
0.0,57,1.0,54663,0
0.0,42,5.0,55865,0
1.0,57,8.0,56090,0
0.0,61,8.0,44105,0
1.0,33,4.0,31735,0
1.0,49,1.0,45345,0
0.0,55,3.0,33231,0
1.0,27,7.0,34239,0
0.0,32,1.0,33637,0
0.0,47,8.0,61733,0
0.0,58,0.0,54472,0
0.0,34,8.0,38499,0
0.0,47,8.0,63284,0
2.0,34,9.0,39511,0
2.0,60,2.0,52533,0
2.0,18,9.0,29424,0
2.0,47,1.0,52242,0
2.0,36,0.0,59607,0
0.0,61,7.0,42259,0
1.0,52,0.0,42816,0
1.0,28,2.0,37586,0
0.0,22,1.0,29643,0
1.0,46,0.0,67624,0
1.0,40,8.0,61399,0
2.0,55,0.0,34939,0
2.0,37,5.0,56303,0
2.0,58,1.0,30804,0
1.0,45,7.0,60819,0
2.0,62,1.0,33425,0
0.0,34,8.0,34840,0
1.0,47,5.0,58630,0
1.0,37,5.0,47813,0
2.0,30,8.0,31901,0
0.0,42,8.0,68925,0
2.0,48,5.0,49642,0
2.0,24,5.0,25707,0
1.0,33,9.0,35110,0
1.0,42,5.0,56241,0
2.0,54,3.0,44920,0
1.0,40,3.0,51778,0
1.0,54,7.0,47075,0
1.0,36,3.0,60824,0
2.0,62,5.0,41413,0
1.0,36,0.0,60602,0
2.0,19,2.0,21599,0
1.0,60,5.0,44357,0
0.0,43,4.0,68658,0
1.0,35,5.0,67831,0
2.0,18,3.0,27412,0
1.0,54,6.0,40450,0
2.0,61,1.0,32201,0
2.0,65,0.0,39839,0
1.0,21,0.0,20732,0
2.0,56,6.0,56548,0
1.0,65,2.0,53290,0
0.0,49,4.0,48771,0
2.0,36,0.0,45740,0
2.0,32,6.0,43912,0
2.0,56,7.0,41241,0
2.0,40,3.0,66232,0
0.0,32,8.0,31791,0
0.0,58,6.0,52188,0
1.0,30,4.0,43108,0
2.0,57,6.0,35385,0
2.0,34,6.0,42132,0
0.0,61,2.0,37992,0
1.0,64,9.0,46908,0
0.0,60,5.0,35716,0
0.0,61,8.0,48084,0
1.0,26,9.0,32623,0
2.0,58,9.0,40845,0
2.0,24,9.0,29172,0
0.0,58,4.0,43971,0
0.0,59,8.0,45140,0
0.0,20,9.0,23798,0
1.0,37,1.0,58272,0
1.0,46,1.0,65635,0
0.0,20,7.0,23022,0
2.0,55,9.0,36107,0
2.0,41,2.0,65987,0
1.0,64,6.0,51538,0
1.0,26,7.0,37080,0
2.0,23,0.0,26481,0
1.0,36,6.0,45956,0
2.0,38,2.0,69162,0
0.0,65,8.0,50123,0
1.0,44,7.0,51465,0
0.0,29,3.0,37365,0
1.0,30,0.0,39702,0
1.0,26,4.0,37037,0
0.0,52,5.0,42741,0
0.0,41,4.0,45145,0
1.0,51,2.0,53092,0
0.0,50,8.0,37038,0
2.0,35,9.0,51743,0
2.0,28,5.0,34560,0
0.0,34,9.0,42326,0
2.0,48,2.0,68060,0
2.0,36,8.0,47050,0
2.0,65,6.0,48918,0
1.0,39,1.0,48334,0
2.0,25,6.0,43099,0
2.0,47,6.0,62592,0
0.0,22,0.0,23063,0
2.0,27,6.0,35993,0
1.0,32,3.0,35340,0
1.0,61,7.0,36457,0
0.0,64,4.0,44993,0
1.0,61,1.0,33734,0
1.0,43,6.0,53596,0
2.0,53,2.0,51977,0
2.0,41,2.0,61039,0
1.0,23,5.0,28646,0
0.0,43,9.0,65942,0
0.0,18,3.0,25134,0
2.0,34,3.0,39780,0
1.0,52,0.0,42734,0
2.0,25,6.0,40015,0
0.0,47,5.0,57862,0
1.0,41,6.0,64234,0
2.0,61,0.0,33743,0
2.0,65,1.0,41400,0
0.0,61,3.0,41533,0
2.0,34,7.0,43852,0
0.0,55,4.0,45003,0
0.0,42,8.0,65229,0
1.0,58,0.0,35653,0
1.0,41,9.0,67072,0
2.0,24,4.0,24873,0
0.0,61,9.0,50135,0
0.0,32,3.0,39669,0
1.0,48,4.0,47777,0
1.0,19,3.0,22194,0
0.0,57,5.0,40262,0
1.0,53,1.0,33862,0
2.0,38,2.0,52817,0
0.0,57,9.0,40006,0
1.0,32,1.0,31916,0
2.0,59,0.0,35998,0
0.0,22,7.0,26116,0
2.0,58,4.0,52722,0
2.0,47,1.0,49632,0
0.0,62,6.0,46738,0
2.0,37,1.0,57729,0
1.0,59,0.0,43704,0
1.0,44,5.0,64543,0
1.0,25,5.0,32258,0
2.0,26,7.0,39417,0
1.0,20,8.0,26286,0
2.0,20,7.0,26931,0
1.0,37,4.0,51086,0
0.0,49,9.0,60947,0
2.0,25,9.0,40412,0
2.0,24,1.0,28804,0
1.0,33,9.0,41361,0
0.0,52,8.0,51143,0
1.0,26,2.0,32838,0
1.0,42,5.0,63183,0
0.0,47,1.0,50467,0
0.0,41,4.0,61044,0
1.0,60,1.0,39464,0
0.0,65,3.0,34597,0
1.0,62,3.0,36130,0
2.0,52,3.0,40308,0
1.0,44,8.0,59778,0
2.0,55,9.0,50296,0
1.0,65,6.0,31756,0
0.0,64,1.0,58361,0
2.0,27,6.0,35882,0
0.0,44,8.0,45314,0
2.0,59,5.0,45879,0
2.0,24,1.0,22236,0
1.0,49,8.0,51393,0
1.0,57,9.0,56712,0
1.0,44,5.0,57581,0
1.0,35,9.0,63401,0
0.0,20,8.0,28281,0
1.0,62,4.0,51399,0
1.0,41,5.0,61219,0
2.0,31,0.0,36703,0
0.0,46,5.0,67436,0
0.0,46,9.0,61112,0
2.0,33,1.0,36809,0
2.0,41,1.0,68269,0
1.0,24,1.0,27272,0
0.0,61,6.0,46013,0
1.0,41,5.0,50480,0
2.0,52,0.0,32708,0
1.0,59,6.0,48526,0
0.0,40,3.0,46011,0
1.0,21,9.0,23613,0
0.0,43,9.0,54571,0
1.0,35,7.0,46071,0
1.0,30,4.0,34503,0
0.0,25,5.0,33683,0
0.0,47,0.0,62616,0
0.0,23,3.0,24729,0
1.0,60,5.0,35511,0
1.0,31,6.0,42791,0
1.0,59,0.0,44985,0
2.0,58,5.0,48535,0
1.0,56,5.0,54330,0
0.0,19,2.0,28115,0
0.0,21,3.0,29006,0
0.0,39,5.0,61738,0
1.0,33,6.0,31854,0
0.0,26,8.0,39383,0
0.0,54,1.0,33742,0
2.0,31,5.0,34389,0
2.0,22,4.0,28898,0
0.0,53,8.0,56977,0
2.0,31,2.0,36010,0
2.0,55,3.0,47761,0
0.0,31,5.0,43477,0
1.0,32,7.0,42399,0
1.0,39,2.0,46363,0
0.0,27,3.0,42451,0
1.0,56,6.0,53559,0
2.0,18,9.0,27231,0
0.0,35,4.0,62902,0
1.0,27,8.0,33580,0
1.0,26,4.0,36965,0
2.0,52,2.0,33355,0
0.0,34,4.0,42058,0
0.0,29,1.0,43599,0
2.0,25,5.0,40709,0
0.0,60,6.0,54620,0
0.0,19,3.0,24055,0
2.0,26,8.0,34877,0
2.0,18,1.0,20528,0
1.0,40,2.0,59736,0
0.0,33,1.0,34305,0
2.0,55,9.0,41422,0
1.0,38,6.0,47850,0
0.0,19,1.0,27193,0
1.0,29,4.0,44176,0
2.0,34,9.0,31923,0
0.0,21,8.0,23882,0
1.0,26,6.0,33438,0
2.0,65,1.0,56565,0
2.0,44,9.0,69170,0
2.0,51,1.0,49265,0
2.0,25,9.0,41290,0
2.0,65,0.0,41489,0
2.0,22,5.0,29998,0
2.0,48,6.0,65734,0
1.0,46,2.0,59030,0
0.0,41,2.0,50438,0
0.0,50,0.0,50190,0
1.0,55,1.0,34562,0
2.0,24,0.0,23385,0
0.0,46,2.0,51781,0
2.0,50,0.0,56392,0
0.0,32,0.0,30972,0
2.0,57,2.0,48680,0
1.0,20,6.0,25747,0
2.0,64,9.0,47441,0
0.0,60,6.0,39210,0
2.0,51,9.0,49557,0
0.0,37,1.0,62654,0
2.0,47,0.0,50517,0
0.0,59,0.0,40605,0
0.0,19,7.0,24794,0
0.0,21,5.0,24740,0
2.0,48,1.0,63767,0
0.0,43,4.0,53760,0
2.0,45,4.0,61856,0
1.0,61,9.0,59496,0
1.0,24,8.0,21560,0
0.0,49,0.0,49442,0
2.0,63,3.0,54579,0
0.0,46,0.0,58487,0
2.0,22,7.0,20971,0
2.0,23,9.0,24543,0
1.0,38,6.0,66492,0
2.0,56,0.0,34157,0
2.0,27,6.0,41492,0
0.0,22,2.0,22174,0
0.0,26,2.0,34090,0
2.0,35,1.0,49792,0
1.0,57,0.0,53310,0
0.0,58,1.0,40554,0
0.0,55,0.0,57147,0
1.0,53,8.0,38111,0
0.0,63,7.0,54951,0
2.0,38,5.0,67158,0
2.0,42,5.0,57868,0
2.0,56,2.0,46038,0
0.0,51,2.0,34658,0
0.0,36,3.0,63921,0
0.0,47,1.0,65722,0
0.0,50,2.0,38805,0
2.0,56,2.0,50572,0
1.0,45,3.0,58573,0
2.0,24,7.0,26146,0
0.0,62,4.0,44810,0
2.0,25,9.0,31237,0
1.0,59,6.0,50762,0
2.0,59,7.0,56037,0
1.0,53,8.0,58839,0
0.0,64,3.0,55194,0
2.0,31,1.0,31525,0
2.0,45,8.0,58200,0
2.0,46,4.0,61895,0
2.0,32,6.0,42284,0
0.0,44,6.0,54116,0
1.0,39,2.0,67764,0
1.0,47,0.0,57093,0
2.0,43,9.0,59899,0
0.0,44,0.0,60992,0
1.0,64,3.0,40724,0
1.0,24,7.0,29534,0
1.0,38,5.0,45081,0
1.0,45,2.0,69009,0
1.0,38,1.0,48052,0
1.0,60,3.0,53951,0
0.0,34,8.0,37511,0
2.0,41,4.0,65802,0
1.0,27,8.0,40881,0
0.0,61,3.0,52848,0
0.0,48,4.0,56738,0
2.0,22,6.0,21037,0
2.0,23,8.0,28756,0
1.0,23,0.0,26516,0
2.0,23,3.0,23568,0
2.0,45,3.0,59078,0
0.0,24,0.0,23470,0
0.0,65,5.0,46210,0
0.0,65,5.0,38799,0
1.0,41,7.0,55579,0
1.0,26,9.0,43571,0
2.0,53,0.0,39292,0
2.0,21,6.0,25533,0
1.0,55,1.0,47934,0
1.0,53,1.0,48937,0
0.0,53,6.0,34279,0
1.0,39,8.0,63551,0
1.0,60,1.0,57932,0
2.0,25,6.0,37951,0
2.0,44,0.0,56263,0
0.0,40,2.0,67365,0
1.0,60,7.0,54977,0
2.0,45,9.0,46586,0
1.0,64,8.0,31505,0
1.0,21,6.0,21631,0
0.0,36,0.0,65518,0
1.0,56,8.0,55686,0
0.0,37,3.0,60059,0
2.0,40,9.0,45533,0
2.0,24,0.0,22035,0
2.0,54,5.0,58103,0
2.0,50,2.0,35176,0
0.0,31,8.0,37230,0
0.0,27,5.0,37479,0
2.0,60,4.0,30022,0
2.0,48,4.0,59018,0
2.0,32,1.0,33314,0
0.0,24,9.0,22161,0
2.0,40,7.0,66299,0
0.0,53,4.0,39891,0
1.0,41,7.0,50209,0
2.0,25,8.0,44326,0
0.0,35,8.0,53979,0
0.0,54,6.0,33058,0
0.0,32,9.0,40724,0
1.0,45,2.0,56810,0
2.0,53,3.0,38204,0
0.0,57,0.0,32700,0
2.0,57,4.0,42184,0
0.0,61,2.0,51774,0
2.0,59,6.0,59615,0
1.0,53,0.0,51263,0
0.0,19,9.0,22711,0
0.0,56,0.0,31696,0
1.0,60,5.0,42987,0
2.0,62,5.0,50499,0
0.0,35,3.0,55010,0
1.0,19,0.0,23836,0
0.0,29,9.0,37032,0
0.0,35,2.0,66478,0
0.0,62,3.0,32988,0
2.0,37,7.0,68058,0
1.0,39,6.0,48118,0
1.0,40,0.0,45035,0
1.0,18,8.0,23496,0
1.0,29,4.0,37812,0
0.0,27,1.0,31276,0
2.0,54,0.0,34348,0
1.0,60,7.0,49453,0
2.0,43,0.0,52411,0
1.0,22,9.0,28510,0
1.0,27,5.0,41140,0
0.0,65,2.0,44583,0
0.0,58,2.0,30304,0
0.0,19,8.0,20132,0
2.0,23,6.0,25629,0
0.0,65,8.0,56775,0
0.0,51,6.0,33951,0
1.0,31,5.0,44095,0
1.0,42,9.0,58838,0
0.0,44,4.0,67742,0
0.0,47,1.0,49331,0
2.0,39,6.0,60653,0
2.0,28,1.0,31160,0
1.0,41,2.0,52502,0
2.0,37,2.0,57552,0
0.0,64,5.0,32927,0
0.0,38,7.0,68945,0
1.0,54,1.0,56409,0
0.0,56,6.0,33356,0
0.0,23,1.0,21690,0
0.0,21,9.0,25133,0
0.0,27,7.0,36022,0
2.0,28,5.0,44434,0
2.0,57,7.0,39805,0
2.0,21,3.0,22246,0
2.0,61,1.0,42541,0
2.0,23,1.0,22181,0
1.0,35,2.0,66023,0
0.0,46,5.0,67188,0
1.0,60,1.0,34681,0
0.0,45,8.0,47241,0
0.0,49,8.0,62383,0
0.0,56,9.0,48457,0
1.0,46,1.0,45277,0
0.0,44,6.0,64998,0
0.0,35,7.0,66299,0
2.0,31,2.0,32688,0
2.0,50,5.0,44421,0
0.0,25,6.0,35753,0
2.0,40,7.0,68672,0
1.0,45,1.0,51981,0
0.0,25,6.0,40290,0
1.0,36,3.0,69519,0
2.0,61,6.0,34960,0
2.0,61,8.0,43490,0
1.0,55,1.0,50187,0
0.0,49,4.0,67497,0
2.0,51,6.0,44496,0
2.0,60,5.0,58179,0
2.0,37,3.0,52118,0
1.0,20,1.0,21420,0
1.0,32,6.0,44689,0
2.0,43,0.0,48292,0
0.0,56,3.0,34587,0
1.0,21,4.0,22017,0
0.0,18,0.0,29659,0
1.0,31,3.0,41960,0
1.0,37,2.0,57583,0
0.0,31,5.0,35759,0
0.0,26,7.0,37035,0
0.0,34,3.0,35152,0
1.0,36,4.0,49581,0
0.0,38,9.0,53119,0
0.0,25,7.0,34537,0
0.0,18,1.0,21380,0
0.0,49,3.0,53131,0
0.0,65,7.0,48133,0
0.0,45,6.0,64693,0
0.0,29,3.0,39830,0
1.0,26,0.0,41815,0
0.0,42,4.0,64909,0
1.0,52,8.0,39336,0
2.0,63,8.0,55525,0
2.0,32,4.0,41312,0
1.0,50,9.0,30878,0
0.0,53,4.0,57783,0
1.0,60,6.0,57756,0
2.0,40,4.0,66574,0
1.0,22,4.0,24942,0
2.0,43,7.0,51732,0
1.0,65,1.0,46965,0
1.0,20,8.0,29943,0
1.0,45,9.0,61696,0
1.0,19,7.0,23090,0
1.0,47,8.0,69505,0
2.0,22,1.0,26418,0
1.0,38,4.0,54684,0
1.0,54,1.0,51173,0
1.0,45,8.0,46788,0
0.0,54,2.0,55683,0
2.0,43,3.0,52842,0
1.0,63,3.0,46216,0
2.0,58,0.0,42644,0
1.0,44,6.0,48694,0
0.0,36,1.0,52899,0
2.0,25,4.0,38185,0
0.0,43,1.0,65908,0
0.0,19,4.0,29730,0
1.0,38,2.0,47326,0
2.0,28,2.0,38655,0
2.0,57,6.0,59121,0
2.0,47,9.0,45395,0
2.0,62,8.0,41832,0
1.0,41,0.0,55370,0
1.0,23,2.0,22162,0
0.0,45,7.0,57675,0
1.0,24,3.0,29312,0
2.0,33,4.0,36895,0
1.0,45,5.0,56973,0
0.0,55,3.0,47903,0
2.0,43,2.0,67378,0
2.0,51,2.0,35661,0
0.0,23,7.0,27717,0
0.0,43,7.0,47391,0
2.0,37,5.0,45546,0
1.0,65,3.0,49246,0
1.0,39,6.0,47212,0
2.0,32,5.0,30225,0
2.0,39,3.0,53591,0
2.0,28,2.0,33534,0
1.0,22,3.0,20652,0
1.0,50,4.0,31981,0
2.0,58,6.0,55863,0
0.0,25,2.0,36520,0
2.0,51,1.0,46600,0
2.0,50,2.0,39387,0
1.0,30,3.0,40298,0
2.0,40,8.0,68351,0
1.0,40,1.0,61418,0
0.0,64,0.0,55136,0
2.0,59,2.0,43612,0
0.0,27,5.0,36939,0
2.0,33,9.0,41498,0
0.0,24,5.0,26590,0
1.0,27,5.0,31350,0
2.0,34,9.0,40494,0
2.0,30,2.0,38791,0
0.0,29,0.0,38808,0
1.0,56,8.0,50186,0
0.0,27,1.0,32501,0
0.0,59,2.0,39092,0
1.0,22,4.0,21369,0
0.0,29,0.0,35077,0
0.0,58,0.0,32589,0
2.0,49,3.0,61754,0
0.0,47,1.0,51658,0
2.0,54,5.0,56478,0
1.0,55,8.0,35091,0
0.0,46,4.0,62576,0
1.0,61,1.0,40706,0
2.0,54,6.0,42803,0
2.0,59,3.0,49216,0
2.0,58,9.0,50784,0
0.0,57,4.0,55009,0
2.0,38,1.0,66293,0
2.0,58,9.0,52316,0
0.0,38,4.0,66074,0
0.0,27,4.0,31083,0
0.0,46,8.0,55163,0
2.0,22,0.0,27167,0
2.0,48,4.0,68919,0
0.0,46,8.0,52819,0
0.0,58,1.0,31897,0
1.0,37,6.0,53011,0
1.0,35,2.0,47825,0
0.0,55,2.0,44237,0
0.0,21,0.0,21900,0
1.0,40,8.0,59856,0
0.0,50,6.0,50063,0
2.0,22,3.0,29975,0
2.0,37,1.0,46803,0
2.0,47,4.0,55134,0
0.0,46,4.0,66826,0
0.0,20,1.0,22877,0
1.0,21,1.0,21956,0
0.0,41,8.0,45415,0
0.0,36,4.0,68196,0
1.0,22,2.0,22248,0
0.0,59,0.0,52986,0
1.0,23,2.0,20185,0
0.0,57,9.0,35368,0
0.0,56,7.0,46266,0
0.0,50,6.0,41360,0
0.0,42,9.0,62137,0
2.0,47,7.0,61948,0
2.0,55,1.0,55656,0
0.0,53,2.0,56951,0
2.0,65,3.0,53618,0
1.0,20,0.0,24247,0
2.0,46,4.0,50471,0
1.0,54,5.0,42185,0
1.0,59,5.0,34159,0
1.0,30,3.0,42284,0
2.0,38,7.0,53806,0
0.0,56,2.0,54016,0
0.0,48,5.0,48868,0
2.0,50,1.0,55278,0
1.0,27,2.0,44743,0
2.0,21,6.0,20480,0
0.0,46,2.0,55977,0
2.0,24,9.0,27034,0
2.0,39,0.0,53912,0
0.0,63,3.0,47165,0
0.0,23,2.0,21046,0
1.0,50,2.0,38616,0
1.0,59,7.0,53341,0
0.0,29,6.0,39447,0
1.0,20,2.0,21262,0
0.0,33,5.0,38128,0
2.0,63,2.0,44915,0
1.0,46,4.0,61737,0
0.0,46,2.0,56800,0
2.0,51,1.0,31816,0
2.0,51,9.0,46371,0
0.0,57,0.0,58159,0
0.0,28,4.0,39287,0
2.0,41,6.0,50468,0
2.0,41,1.0,57048,0
0.0,36,9.0,50154,0
0.0,42,0.0,53359,0
2.0,44,0.0,48371,0
2.0,39,9.0,63805,0
0.0,61,1.0,52089,0
0.0,56,6.0,53684,0
2.0,21,6.0,21889,0
0.0,58,7.0,37484,0
0.0,59,6.0,54273,0
0.0,39,9.0,61673,0
